tweet,sentiment,emotion,class
Dei sunni   fan punda ilama thana thunivu la serupadi vangitu ukanthu iruka  inu vekam ilama pesitu irukan   naga le compare panrathu ila   Vodafone dog mari pinadi varathu mudevj,1,1,1
Enna da olari kettu iruka beak uh koothi badey olunga pesuda       Son of gun chuthiya  Punda,1,1,1
perk Varalaya nee paatha   Vandharajavadhan varuven padathuku banner la iruka simbu fans kuda varalaye,1,1,1
Ipo than Manasu la iruka Pain la pona madri  oru feel Tks Bro    Endrum nan MakkalNayaganAzeem  Fan,0,0,0
s Entha Mari anupavam iruka,0,0,0
Idhe mathiri few years back  naanum WhatsApp chat Inga share panne  en team la iruka oru paiyan comment la vandhu  boss ningalaa idhu nu shock kuduthutan,0,0,0
Tire   irunthutu vijay ah oomba vara pun   po dhanush sk soothaduchutu iruka unakku avana beat pannu po,1,1,1
Stan  Unnala movie ripper kitaiyae pesiten da    vera sunnxt iruka nu ketruken papom,0,1,0
Eppoda nu iruka nee,0,1,0
Indha maari iruka virumbhuguran   idha bookmark panni CSK vs MI match appo thookitu varan,0,0,0
Crct rmba kaduppa iruka,1,1,1
Ajith varapa kootam iruka pic podu da,0,0,0
offl Yovv ennaya ore gaaji ah tweet potuttu iruka,1,1,1
Annan oru vartha Sona Tamil Nadu la iruka ennamadri ntk katchi ilatha pilaigal pathukapukaga Annan pinala nippom,0,0,0
FZ  expiry    offl   Piyaan ah seruppala adichathe Avan than  aana kuda Avanunga thayavu illama pozhappu ota mudiyathu nu vekkame illama avanuku madaki pudichi mmbitu Iruka,1,1,1
Unaku manam rosam iruka,1,1,1
Morattu reverse jinx potutu iruka polaye,1,0,1
Ithey app la suthitu iruka,1,1,1
aang   Yennaya pikkali thanama pesitu iruka pikkali thanama,1,1,1
Athreyada offl Anna saapdrathula enna puthusa Iruka poguthu     Just troll avlo than athum fans ah than   free ah vidunga,0,0,0
Yepdi iruka,0,0,0
Answer iruka   Duplicate certificate dei  k   Sombu thuki    BJP,1,1,1
Kartikeyan   Edho Iruken Madam  Enna Nyabagam Iruka,0,0,0
Space podra Idea iruka da Junni,1,1,1
Lusu munda Move on aanalum enaku puducha actress photola simp panna dm pannitu iruka     Ivala epudra kandukama vitta  lusu koodhi dinesha nee,1,1,1
BEmech Good when they come enaku clients iruka oor lam inum varala    Soon,0,0,0
Stray dogs should be controlled   neutering   put down   adoption    Should be combination of these    Illana ipdiyae kadi vaanginu iruka vaendiyathu thaan,1,1,0
Nee Nalla Dhan Iruka,0,0,0
Prince   Ni than da enaku mmbi vitutu iruka tata salt mavane,1,1,1
Epdi Iruka,0,0,0
tweete     Lyca Tweet Iruka,0,0,0
Nethan clg life enjoy panitu thana iruka,0,0,0
Sari athuku ya thalaivar ah side la pottu iruka antha wigmattayana top la pottu vachu iruka,1,0,1
Maharaja  Rajini ku pudicha aalu    kamal mela iruka vanmatha solava venum,1,1,1
Deii kulla inuma da nee muttu kuduthutu iruka   poitu     cr ah adinga da apro intha pakkam varalam,1,1,1
ethuku    Crs nu katharitu iruka,1,0,1
Idha dhan kaalam kaalama school la iruka aayanga pannitu irundhanga   The western world is just catching up with it,0,0,0
Unaku yena pa jolya iruka,0,1,0
Ila en mandaila ena kena punda nu ezhuthi iruka,1,1,1
Lokesh  Offl Anga ungalala pathi Onnumey sollalaye  aprm yen Rolex nu Umbitu iruka,1,1,1
sivam   Nala iruka,0,0,0
Rajeshlms  Annna  link iruka,0,0,0
Next padathu director iruka    Illa  Ambala nu per iruka   Illa  Kuzhandha kuduka vakku iruka illa   Illa  Vijay kuda clash la jeichiya   Sethalum illa  Vaithula Thoppa iruka   Iruku  Killa rubber iruka   Iruku  Apo eluthu Ajith edhukkum vakku illadhavanu eludhu   leo  thunivu,1,1,1
Anna neengha director nu yaaro ungha aaz manasula poondhu nambha vachi iruka Andha idhula paa Ranjith vetrimaran maari selvaraj ku competition Vera,1,0,1
AK   innum official ah yedhuvum varala da Kulla Baadu  Ungala Madhiri Ool lam Vida Theriyadhu  Onnum illadha Kulla Thumaiku idhalam    Kuda Unmai Iruka Vaipilla da,1,1,1
tweetz Neethan mendol maari ipo kaththitu iruka,1,1,1
Offcl    Lokesh Idu paru ungamma   I've Pani sani Mari iruka munji paru ungamma,1,1,1
dhoorathula irundhu romba azhaga iruka dhevadhai ku nalam virumbi avlodhan     she s beautiful not just because the way she looks  but the way she behaves,0,0,0
Ni oru mental   nu prove pannitae iruka,1,1,1
Riya va video calla pathu kaiyadika kunju iruka da unaku avale una mutti setha punda sollita poitu thookula thoongu da  punda,1,1,1
Unaku mattum romba iruka bro     Unnoda tweet la ethanayo half boiled tweet iruku   mothalla namma kannadi munnadi paathu sollitu aduthavanuku advice vengayam ella sollalam bro,1,1,1
Offcl  Boozer Ipo iruka mb nilama adhaan,0,1,0
Unmaya Sona yen kadharura  Avamanam ah iruka  Orama poi azhu da amai,1,1,1
Top   la Iruka movie  Adikadi maarite irukum,0,0,0
Enaku varisu deleted scene venum adhu iruka nu sollunga,0,0,0
cr ku proof aamaiku iruka,1,1,1
Gomma kita kelu da  ava than Sottai kooda iruka,1,1,1
BindhuR  Survive pandradhu romba kastam nga    nammalala angalam iruka mudiyadhu   paaka asaiya dhan irukkum but winter will kill us there,0,1,0
h   ne Ena inga aludutu iruka unaku enachu,0,1,0
Avunga apdi irundha namalum apdi iruka koodadhu bro,0,0,0
Nani birthday spl edit iruka    bro,0,0,0
tweetz  What a response  Adhu terinja Edhuku Unge kitte vare porange  Ungaluku edhavdhu kalatre vele iruka,1,1,1
When someone says  En machan single a  iruka   commit agidu life jollya irukum  getha irukum   Le me,0,0,0
buddy chennai laya iruka,0,0,0
Kulla baaduku   cr oompa vakku iruka da   ne ellam oompa vanta,1,1,1
Namba ena senji irukomo atha soli vote kelunga Bro  inum antha generation la iruka pola neeum pesitu Avan adhu panitan edhu panitanu,0,1,0
Adatum vidunga konja neram jollya irukatum   ipo iruka pasanga lam mobile tv laptop ney irukanga   intha kolanthayachum veliya vanthu vilayadatum,0,0,0
Sun nxt water mark oda iruka,0,1,0
Poi complaint kodu naaya thuppu iruntha Inga vanthu kaathrikittu iruka,1,1,1
Yaara ne  writes  pona jenmathula gay ah perandhu en kunja sappitu irundhaya ena  Un kooda la interact panadhu kooda ila vidama aludhutte iruka,1,1,1
Tamil iruka,0,0,0
Chennai la iruka elarum safe pa iruka,0,0,0
BindhuR            Ippadiye usuppu ethi vidunga   thala erkanavey hit list la iruka pola   takkunu comment ah Maathi naan appadi dhan da pannuven sollida poraru,0,1,0
Vazhkaila oru thadava kuda jootha muditu irunthathilla   ini iruka porathum illa,1,1,1
Dei eppa filmfare eh vangiyachu nee ennada    varsham delay la vandhu korai soltu iruka,1,1,1
Yov Admin uh Neemattum than ya enmala pasama iruka time ku crct aha sapda solli notification Send pannidura  Nee enga iruthalaum Nalla irupa ya,0,0,0
Pala varusham ah kuppula iruka ninga yenda kuruka varinga,1,1,1
Guys intha tweet la yethum tappu Iruka,0,1,0
Suriya    ethum update iruka bro,0,0,0
Unna neeye soliko pundamavane negativity spread panitu iruka Kena Kudhi Punda orama Poi Umpu,1,1,1
Boss Bakrid      is my guess    Maaveeran vs Agilan ah iruka neraya vaipu iruku   lets wait and watch,0,0,0
Enoda old side lam nabagam iruka nae,0,0,0
Mens clothes la avlo discrepancy iruka enna,0,0,0
Already rendu kanathulayu naalu naalu idly adakitu iruka,0,1,1
Ellarum polambitu iruka post la vandhu  oruthan mattum flex pannitu irundhan,0,0,0
Sk vachi poda theriyum fan fights lam vendam nu iruken   Athu yaen ena vida elder ah iruka avaruku puriya maatinguthu,0,1,0
Namma    ovr apdi ipdi nu aaduna kooda last over la neraya game jeichom adhuku kaaranam Namma batting Hussey Faf Jaddu  Ms Raina  Ivangaluku adhudhan polappe Namma team la  Bravo edhadhu oru match dhan apdi aadi irupan adhu kooda naama nambi iruka maatom,0,0,0
Ne dha da ivalo Avalo nu Vaai Vittutu Iruka  ne Sollu Aprm Na Soldren,1,1,1
Election commission iruka,0,0,0
Ne oru girl ne ipdi Dan irukanum    Idha Dan pananum nu na rules LA poda maten  Ne independent ah iru      Oru time relatives avarkita Ena unga ponnu ipdi pesitu iruka istathuku iruka neenga kekardilaya nu ketaduku  en ponna pati enaku terium nu oru statement Dan sonaru,0,1,0
swiping on left on these hot vadak boys thinking they are way too over my league  only for me to receive  You missed a potential match   Match aanalum oneum kilichu iruka maaten  so is coool,1,0,0
Nalladhu seiyama rendavadhu vaati PM aaki iruka maatanga  neenga nalladhu seiyama dhan ungala rendavadhu vaati aatathukey serthukuradhu illa  finance min serupala adicha madhiri badhil solla start pannadhum soodu vecha madhiri therichu odura gumbaluku pecha paaru,1,1,1
ennapa ellarum thidirnu ipdi kilambureemka urutta iruka pothu,0,0,0
Aadithya  Ne enda mutta kothiya iruka athan da prechana,1,1,1
Ena panra madam DMK Mari sapptu unaviratham iruka num,1,1,1
paravalaye inu nyabagam iruka,0,0,0
Paatta Intha print la full movie link iruka bro,0,0,0
Prime la iruka,0,0,0
Thappu panranga bro intha Dhanush  Simbu lam padam nalla kuduthutu atha nalla business panna matranga   ithu romba thappu  Sumara iruka SK movies lam collection aagum pothu ivangalukku lam inna kora,1,1,1
Konja neram sandhosama iruka vidringala da,0,1,0
deii unaku arivu iruka illaya da,1,1,1
Ne inumaaaa itha urutitu iruka    yabaaaa ulaga Maga nadipu daw saami,1,1,1
Jana Governor tweet keela Iruka comments parunga oruthan TRB Raja ah tag panni  sir arrest him  nu potu Irukan,0,0,0
Ada paadu pasangala oruthakuda va road la iruka mattanunga,1,0,0
expiry   Oru    ruba thiruttu pona kuda anga Iruka ellam santhega padra moonji ah vechitu nee pesriya da A IdS thevangu    Suriya,1,1,1
Alien      Adiye Anil sotta koothi enaku pesa theriyathunu soldriyedi oore ootha itemku porantha  uh ushhu thevidiya Munda naa sonna varthaya nee soldriyedi apo unaku mattum pesatherithadi thevidiya Munda     nee ennoda entertain di naa free ya iruka timela una opa,1,1,1
Ithuku proof iruka Loosupundai iruntha kattu illana nee oru,1,1,1
Pasanga olukama irukanum nu padam eduka thuppu iruka unaku,1,1,1
Naa deputy manager da Sunni  Anil kuchian nenachaya kotha  En pola pudichi sappu appothavathu arivu punda varum  engineer ahm nee innum oompittu than iruka,1,1,1
evarae photo edupara evarae oru account create panni athula poduvara   ketta yennoda fans yenmela iruka athitha pasathula fan page create panni avarukae theriyama photo eduthu poduraghala   unnaku vantha Ratham  Mathavaghaluku vantha Thagalichuti,1,1,1
ivanuku dupe lam iruka,1,0,0
movieholic  Karthick Neyum en vibe la dhn iruka,0,0,0
Oh innu    varusham iruka     Talk to some one in early twenties    Today is tat    years,0,0,0
rg Full video link iruka,0,0,0
strr Ne dha ela aunty number um vachi iruka,1,1,1
Enna takkunu U certified maari suthitu iruka,1,0,1
Adhuku neega Inga iruka yaravadhu nakka kupudanum,1,1,1
MA Fighter   Lokesh Yaara nee daily koovitu iruka,1,1,1
Enna Mr  Thirumavazhavan    akka Kaal la seruppu iruka illiya,1,0,1
TN la SK Beat Panna Vakku Iruka sa Kulla Thuma,1,1,1
Ennana iniku overtime pathu kadichitu iruka,1,1,0
Aparam epadi theriyama iruka,0,0,0
Ohhhh kilamburadhula ivlo iruka,0,0,0
SuriyaFC Ivalo place la Kullanuku Strong ah Iruka  Seri Aprm yen Innumum SK Kaaluku Kizha Irukinga,1,1,1
ne en da inu bhoomi ku baarama iruka,1,1,1
me  Hema Pic   iruka  um favorite,0,0,0
Aprm ena pundaiku quote panni iruka  Quote panna unoda tl varum kuda theriyathu thariku anil la irukiya da,1,1,1
ada mada punda   naa Tamil dhan otha      nee dhan bio la Telugu marati nu oombitu iruka,1,1,1
Manusan vaazhndhaan ya Idhu correct ah iruka,0,0,0
Ungomma soothulaya vro proof iruka ila gunivu maathiri unga dala vada suda poriya,1,1,1
Unga olukam velakenna ennaku northeast ponnunga kittayum kashmir makkaltayum ketta theriyum  Entha thairiyathula oru makkal thernthedutha governmenta meraturanunga  Ulagathula iruka Ella military karanum orey marithan,0,1,0
pharmacist   Intha Beauty parlour paradesi mava pakka DMK hatred vachu serupadi vangitu iruka,1,1,1
Yes bro   got an option to move there but tax kagave venaam nu solitean  Just almost     salary angaye spend panra mathiri thaan iruku  athuvum with kids education fees ellam iruntha gaali  No one will understand this   ellarukum unakenna pa foreign la iruka thaa solvaanga,0,1,0
Naanum santhosama  illa namma kooda irukavungalum nammalaala neemathiya  iruka mudiyala  life,0,1,0
off Part kertu tu punda idhalaam dhanush Vijay sethupathy laam vaanguna dummy punda padatha  Evanaachu paapana naaruna pundaiku    crore elaam flop pundaiya vachukittu  otha alu nee mattum iruka idha vachukittu indha dummy pundaiya enada pandrathu,1,1,1
Joker Athan ava Iruka la,0,1,0
iyar Full tym ne dha nyabagathula iruka Ena panradhu twitter varadhae una paka dha,0,1,0
Dei kurutu bunda Evan da ipo muttu kuduthathu thapuna thapunu soltu poga poranuga avlothan  Ne dhan animals kunja saptitu iruka,1,1,1
enna nei jolly ah iruka pola,0,0,0
Tweetz    kyootie Dei nee Ella proof vechu Iruka,0,1,0
Doli username crt ah vechu irukenga      Aprm iva anil ila da     Vaaram vaaram oruthar ku fan ah irupa    Joker dei neeyum avala matri crt ah username vechu Iruka   jodi porutham pakkava iruku,0,1,1
R AK  Ne dhaan da wanted ah vandhu azhudhutu iruka tharkuri,1,1,1
expiry   yenda mela iruka video paaru da award oda adhu perusu   adhuve vijay kita iruku nee ennada award illanu comedy panninu iruka,0,0,0
Ant King  India la iruka dogsla etho onu rendu miruga thanama iruntha  Athuku Karanam animal lovers   Seri intha rape murder ku lam manushan pudingiyathu ena     Its an accident it hurts search for solution  Bunda mari pesitu irukatha,1,1,1
twitz  Neengale uyiroda irukumm podhumm naa iruka matenn ahh,1,1,1
Adhu Epdi Oruthanum Kanduka en tweet ah nee matum quote pandra    Uppu Pocket Fulla vachitu iruka polaye,1,1,1
Engayo oru Amala oru pona rape pani kolran  Athuku un sunnya aruthu Vita epdi irukum  Arivu bunda mairu alvula iruka Naaya kaal eduthu adicha athu solution illa violence Dare will you do this to an elephant and wild animals   Don't show your strength to weak people,1,1,1
Indha naai innum kadharittu than iruka bro  Naan oru kelvi ketan badhil illa  Neenga oru kelvi ketinga badhil illa  Rajini sangi nu kathitu odiruvan  Vijay madhiri ye oru impotent pola,1,1,1
Dei  Unaku elam Manasakshi nu onnu iruka da Vikatan mandaiya    Ne ye sollu da ethana naal paendavar katchi kaga ulaichaaar nu    Biggboss  movie shooting  ku nadula epavacum holiday break kedacha mattum dhan  ivaru katchi vela paaparu   idhu oru katchi nu mark vera podanuma,1,1,1
Drone la hidden video eduka mudiyathuda nixa     Chinna pillayave iruka,0,1,1
Omma punda ipa ni taanda aludutu yen tweet ku la quote tweet panitu iruka     modala vatisu original collection    crores nu original number ah terinji vandu en pooluku vaii podu poda punda,1,1,1
Omma ku punda iruka modala pottaiku tana poranda ni    clash la soothadichi vitadu patada ungala modala ambala madiri nadanduko eduku vijay madiri panra,1,1,1
kumar   Unga amma koodhi kilicha vijay Kamal kita keka vendiya kelviya eduku yen kita kekuram mixed sprem    because ni enakum matum illa enaku vijay Kamal nu elarukum porandu iruka    apa unaku   appa va       poi enitu va po,1,1,1
Yov editor nee poidu vettiya post thana potutu iruka,0,1,0
Dei dei mentalu   Again mental mari arambikatha da    unaku ipo peasa onum ila athanala penathikitu iruka   Athe than keten ipo madungaluku kanji thani veikuratha niruthi konudalama  Athuku ans panama katharitu iruka,1,1,1
Padathaye Ott la vitutu yarra nee komali song ah Vida ivlo anathitu iruka,1,1,1
kumar   My dear thevidiya paiya  paithiyakara koodhi ni tanda en comment section la kadaritu iruka     unaku already piles vandu adula raththam seel vandudu ootudu pola     unga  amma  va na ta potanu unaku teriyuma ilaya da gay punda,1,1,1
ben  Nee en ya oruthan potadha ipdi Ela pakamum potutu iruka,0,1,0
Kasa kasa nu iruka,0,1,0
dmk Thayavusenju intha paatiku paathukapu kudunga   Please intha naainga bera kamunu iruka matanungaa,0,1,0
Yov yov   Ne unmaiyave ipdi thana ila nadikuriya  Therula iruka    naiyayum vetukula vechi valaka mudiyathunuthan porapo varapo ethachum vangi podrathu   Domesticated animal na vetukula matum than vechi valakanuma  Saraku potrukiya,1,1,1
Man   Epdi iruka,0,0,0
So only Vera ethachum que iruka illa na poi edit pannava Rmb nerama pending la iruku,0,1,0
Madan Enada sotta     mukitu iruka,1,1,1
Trailer late ah parthavanga like podunga,0,0,0
Move pathutu vanthu trailer pakurvnga yaru,0,0,0
Puthupetai dhanush  ah yarellam pathinga,0,0,0
"Dhanush oda character ,puthu sa erukay , mass ta",0,0,0
vera level ippa pesungada mokka nu thalaivaaaaaa,0,0,0
Thala mass . U1 bgm.     Vera level,0,0,0
ivara pathta death vara madiri irukku,1,1,0
kids reference  Maadila irunthu kudicha Shakthiman kaapathvaaru,0,0,0
Aiyoo thala mass pannita thala,0,0,0
ENPT ku kaathu kadanthathellam oru nimishathula poiruchu,0,1,0
When Pandey gets up  Vandumurugan : IM SPEAKING.. NO CROSS SPEAKING... SITTT DOWNNN,1,1,1
Remake of Malayalam Mohanlal movie Devadoodhan,1,0,0
Tharamaana sirappaana sambavam inimeal ta paaka pora....,0,0,0
Viswasam trailer paathutu Inka vanthavanga like panuga,0,0,0
Maran  kattu kattitamnue verithanam thaliva,0,0,0
Ella trailer la last la oru Mass dialouge vaichikuringaaa paaaa,0,0,0
Eppa Saamy thala padathula Vera director pera...pakurathu evalo periya santhosama iruku.....,0,0,0
En thalaivan vijaysethubathi kaga matume na padam papan matha entha p..... illa,0,1,1
Kanithan and mugamoodi Neenga nambalainalum ithan nesam,0,0,0
Enakku iru mugan trailer nyabagam than varuthu,0,0,0
ARE YOU EXPECTING HAPPY DEEPAVALI FORCE DIALOGUE IN 2.0 MOVIE,0,0,0
Sakthimaan fans like Sivakarthikeyen fans comment,0,0,0
rajini and akshay fans hit like,0,0,0
1 hour 1 million likes,0,0,0
Raww vana padama iruku  all the best,0,0,0
Thalaiva.. full Support from kerala Mohanlal Fans,0,0,0
En da.. trailer layae ivlo slow motion nah.. padathula paathi duration slow motion layae mudichirpeenga polayae,1,1,0
Thalaiva ungala screen pakkum pothey ippadiiii erukinga na  Nerla partha yappidiiii erupinga Oru murai tharisanam kedaikumaaaa,0,0,0
Rajini ah vida akshay mass ah irukane,1,0,0
Thala koda compare panna yarukum thakuthi kidaiyathu mind it,0,1,0
Marana mass marana style marna gethu mass trailer rajini ,0,0,0
Paruthiveeran Karthi Back  Lokesh Kangaraj Screenplay,0,0,0
Dialogue pundaiye puriyala. Otha theatre la nacham sound seri pannungada.,1,1,1
Poda mokka moonj unna pathale siriputhan varuthu super herovaam adutha mugamoodiii,1,1,1
dei kelthu kuthi ajith ivana yaru nadika sona,1,1,1
Yaaru ivanaa... INDHA Kosu Asoorana dei ennada Unga Rasana....,1,1,1
"Namma kitte kaadu iruntha,eduthukuvanga Namma kitte roopa iruntha, pudukiku vaanga Padippu mattum namma kitte irundhu eduthukave mudiyathu  Superb lines",0,1,0
Ethukkuda ivlo actors hypo....thalaivar padamna avar matumtha  irukanum...,0,0,0
Thlaiavaa... Thalaivaa... Thaliava... Thalaivaa.... Thalaivaa...,0,0,0
epdi like pottavan Eallarum seathupogada,1,1,1
Super dhanush Anna mass waiting asuran,0,0,0
Vera lvl thalaiva u r great,0,0,0
Ellam avan sayal movie mathiriya irukku,0,0,0
Boss you looking so handsome and young,0,0,0
Pattaya kelapitey Siva!!!  Awesome!!!,0,0,0
chitii come back I am waiting get ready to 2.0,0,0,0
"Boni kapoor sir ini entha update illama ethum release panathinga sir,  intha chinna pasanga tholla thanga mudiyala",1,1,0
"Looks thrilling, thala get up super as lawyer , dai pandey neeya da",0,0,0
Neenga enna vena kathukonga aana Hollywood padathukku dubbing mattum kathukathinga,1,1,0
Ena da nadakuthu inga.. Epaaa sathiyamaa edir pakatha trailer.. TOTALLY UNIMAGINABLE TRAILER. THALIVAR,0,0,0
Thala da    By thalapathy fan,0,0,0
Sun picture best or Vijay TV best sp best na dislike pannuga Vijay TV best na like pannuga,0,0,0
Hey Makkalay yaaru Darbar Motion Poster announcementku apram vantheenga,0,0,0
Last dialoge thala fans ungalukkuta Iam Vijay fan trailer super,0,0,0
Hollywood range la iruku padam Kandipa blockbuster hit! Semma story....,0,0,0
But ore oru varutham ennana Sunday release pannirukkalam yesterday aavathu announcement pannirukkalam,0,1,0
Semmma style... rajini sir is back...,0,0,0
My Dear Thala ahhhhhhhhhhhhhh semma GETHU,0,0,0
Idduke 500 va tarlam... kolla mass,0,0,0
Movie savadi vera level poo..thalaivar thalaivar thaa..mass,0,0,0
Super thalaiva .Semma mass. Intha movie blockbuster thaan. FDFS poravanga like pannunga.,0,0,0
92k views 132k likes  Fraud,1,0,0
3 minute trailor vida thil irukkaa....bollywood la panranga....tamila mudiyuma?,0,0,0
Dai ranjit nee idha parthu film eduka kathuko,1,1,1
Trailer fast ah podu Ana Background la main bgm illaye Fyt Ku Varadhinga Da Unmaiya tha slura,0,1,0
Superb  Vivek Mervin pinnitinga ponga... Ungalukagave padam pakanum,0,0,0
Viswasam likes aa pathu payainthu vainthavainga yar yar like pothathu.....,0,0,0
1:36 *thaa enna look-u daa saami  That bgm lit,0,0,0
Guyzz 1m likes vara varaikum vitraadheenga...,0,0,0
Padaiyatchi nu sonna mattum ungalukku jaathi veri nagi reddi settiyar mudaliar nu sonna adhu jaathi veri illaya,0,1,0
Velraj sir thalaivana masss a kamchirukaru vera level u,0,0,0
U1 kaga paakuradha illa sk kaaga verukuradhane therila but mithran + u1 kaaga kandipa paakanum,0,0,0
Iam vijay fan kerala and iam waiting super star's petta,0,0,0
Oh my god .. it's rajini for you,0,0,0
thala looka apdiyae vechurkaru pa.  Without audio la paata thalaikum ivrukkum vityasam teriyathu,0,0,0
Dai yaaru da athu? apadi enna da enga thala mela ungaluku Gaandu?,0,1,0
Love u thalaivaaaaaaa avangala aarani Anastasia's Alabama and Anastasia's,0,0,0
Iam sk fan aanaa trailer semma,0,0,0
Wow padam tharu mara iruka poguthu  This pongal petta diwali,0,0,0
Sema mass marana mass tha i love rajini,0,0,0
800k likes varavareku nanu thungamatte nenaikiravage like podunge,0,0,0
Damn..im a proud. Chiyaan vikram fan..,0,0,0
Enna panna porom sweet sapda porom....,0,0,0
entha kannada naiyai ennum tamilnattil erunthu anupalaiya?,1,1,1
Vaa thalaiva via diwali mass ur movie bikil  out,0,0,0
Veralevel performer Dhanush sir,0,0,0
No means no entha dialogue thalaya thavara yaru sonna nallairukumnu tharayala,0,0,0
Super akshay sir i love u sir,0,0,0
Looks like he will SET SCREEN ON FIRE,0,0,0
Ninga vena yenkuda classah passah suthla aana yen massu yennanu teriyathulla,0,0,0
Romba sandhosama irukku. Thala ipdi suspense movie la nadichadhu.and rlz kaga waiting.,0,0,0
Villaina mass aa kattallayea.  So sad.  Villain mass aa iruntha thaa movie mass aa irukkum,0,1,0
Trailer vera level athana Da....aamai kunjugala,0,0,0
"Yenda, padathoda ottumoththa kadhaiyayum idhudhan nu potu kaatra mariya da trailer pannuveenga.",1,1,0
Trailer late ah parthavanga like podunga,0,0,0
Move pathutu vanthu trailer pakurvnga yaru,0,0,0
Puthupetai dhanush ah yarellam pathinga,0,0,0
"Dhanush oda character ,puthu sa erukay , mass ta",0,0,0
vera level ippa pesungada mokka nu thalaivaaaaaa,0,0,1
Thala mass . U1 bgm. Vera level,0,0,0
ivara pathta death vadi madiri irukku,1,1,1
0:28 90's kids reference Maadila irunthu kudicha Shakthiman kaapathvaaru,0,0,0
Aiyoo thala mass pannita thala,0,0,0
ENPT ku kaathu kadanthathellam oru nimishathula poiruchu,0,1,0
When Pandey gets up Vandumurugan : IM SPEAKING.. NO CROSS SPEAKING... SITTT DOWNNN,1,1,1
Remake of Malayalam Mohanlal movie Devadoodhan,0,0,0
Tharamaana sirappaana sambavam inimeal ta paaka pora....,0,0,0
Viswasam trailer paathutu Inka vanthavanga like panuga,0,0,0
Maran kattu kattitamnue verithanam thalivaaàa,0,0,0
Ella trailer la last la oru Mass dialouge vaichikuringaaa paaaa,0,0,0
Eppa Saamy thala padathula Vera director pera...pakurathu evalo periya santhosama iruku.....,0,0,0
En thalaivan vijaysethubathi kaga matume na padam papan matha entha p..... illa,1,0,1
Kanithan + mugamoodi Neenga nambalainalum ithan nesam,0,0,0
Enakku iru mugan trailer gnabagam than varuthu,0,0,0
ARE YOU EXPECTING HAPPY DEEPAVALI FORCE DIALOGUE IN 2.0 MOVIE,0,0,0
Sakthimaan fans like Sivakarthikeyen fans comment,0,0,0
rajini and akshay fans hit like,0,0,0
1 hour 1 million likes,0,0,0
Raww vana padama iruku all the best,0,0,0
Thalaiva.. full Support from kerala Mohanlal Fans,0,0,0
En da.. trailer layae ivlo slow motion nah.. padathula paathi duration slow motion layae mudichirpeenga polayae,1,1,1
Thalaiva ungala screen pakkum pothey ippadiiii erukinga na Nerla partha yappidiiii erupinga Oru murai tharisanam kedaikumaaaa,0,0,0
Rajini ah vida akshay mass ah irukane,1,0,1
Thala koda compare panna yarukum thakuthi kidaiyathu mind it,0,1,1
Marana mass marana style marna gethu mass trailer rajinified,0,0,0
Paruthiveeran Karthi Back Lokesh Kangaraj Screenplay,0,0,0
Diwali annante aniyan ullaltha Step back bigil,0,0,0
Dialogue pundaiye puriyala. Otha theatre la nacham sound seri pannungada.,1,1,1
Poda mokka moonjI unna pathale siriputhan varuthu super herovaam adutha mugamoodiii,1,1,1
dei kelthu kuthi ajith ivanya yaru nadika sona??????,1,1,1
Yaaru ivanaa... INDHA Kosu Asoorana dei ennada Unga Rasana....,1,1,1
"Namma kitte kaadu iruntha,eduthukuvanga Namma kitte roopa iruntha, pudukiku vaanga Padippu mattum namma kitte irundhu eduthukave mudiyathu Superb lines",0,0,0
Ethukkuda ivlo actors hypo....thalaivar padamna avar matumtha irukanum...,0,0,1
Thlaiavaa... Thalaivaa... Thaliava... Thalaivaa.... Thalaivaa...,0,0,0
epdi like pottavan Eallarum seathupogada,1,1,1
Supper dhanush Anna mass waiting asuran,0,0,0
Vera lvl thalaiva u r great,0,0,0
Ellam avan sayal movie mathiriya irukku??,0,1,0
Boss you looking so handsome ND young kekaa,0,0,0
Pattaya kelapitey Siva!!! Awesome!!!,0,0,0
Dahaaaaaaa chitii come back I am waiting get ready to 2.0,0,0,0
"Boni kapoor sir ini entha update illama ethum release panathinga sir, intha chinna pasanga tholla thanga mudiyala",0,1,1
"Looks thrilling, thala get up super as lawyer , dai pandey neeya da",0,0,0
Neenga enna vena kathukonga aana Hollywood padathukku dubbing mattum kathukathinga,1,1,1
Ena da nadakuthu inga.. Epaaa sathiyamaa edir pakatha trailer.. TOTALLY UNIMAGINABLE TRAILER. THALIVAR,0,0,0
1:43 Thala da By thalapathy fan,0,0,0
Sun picture best or Vijay TV best sp best na dislike pannuga Vijay TV best na like pannuga,0,0,1
Hey Makkalay yaaru Darbar Motion Poster announcementku apram vantheenga,0,0,0
Last dialoge thala fans ungalukkuta Iam Vijay fan trailer super,0,0,0
Hollywood range la iruku padam Kandipa blockbuster hit! Semma story....,0,0,0
But ore oru varutham ennana Sunday release pannirukkalam yesterday aavathu announcement pannirukkalam,0,1,0
Semmma style... rajini sir is back...,0,0,0
My Dear Thala ahhhhhhhhhhhhhh semma GETHU,0,0,0
Idduke ?500 va tarlam... kolla mass,0,0,0
Movie savadi vera level poo..thalaivar thalaivar thaa..mass,0,0,0
Super thalaiva .Semma mass. Intha movie blockbuster thaan. FDFS poravanga like pannunga.,0,0,0
92k views 132k likes Fraud,1,1,0
3 minute trailor vida thil irukkaa....bollywood la panranga....tamila mudiyuma???????,1,1,1
